Local;Data;Horário;ID do Trabalho;Título;Autor(es);Orientador(es);Resumo
CCMN / Decania Bloco: F Andar: 3º Sala 002;22 Sep / SEG;18:30 às 20:30h;2145;UM DILEMA DE EXCLUSÃO. POR QUE HÁ MENOS MULHERES DO QUE HOMENS NAS ÁREAS DE EXATAS?;AGNALDO DA CONCEIÇÃO ESQUINCALHA;LíVIA RODRIGUES ACIOLY;
CCMN / Decania Bloco: F Andar: 3º Sala 002;22 Sep / SEG;18:30 às 20:30h;3213;Disponibilidade e demanda hídrica da bacia hidrográfica do rio Paquequer, Teresópolis (RJ) apresentadas como material pedagógico para discentes da educação básica.;"ELIZABETH MARIA FEITOSA DA ROCHA DE SOUZA; IARA SILVEIRA DO NASCIMENTO; LEANDRA CASTRO FIGUEIREDO; MARIA NAÍSE DE OLIVEIRA PEIXOTO";PAULA PAMELA RODRIGUES SANTOS;
CCMN / Decania Bloco: F Andar: 3º Sala 002;22 Sep / SEG;18:30 às 20:30h;3712;Guia prático para o Jogo Descobrindo Resende – processo de elaboração de um caderno de apoio a professores da escola básica;"AURISTON TORRES GARCIA; DANIELE RODRIGUES BARBOSA; GABRIEL FURTUNATO DA CRUZ; HENRI NICHOLAS DO CARMO COUTINHO; IARA SILVEIRA DO NASCIMENTO; IRINéA DA GLORIA PEREIRA BRíGIDA; JOVANE VIANA; MARIA NAÍSE DE OLIVEIRA PEIXOTO; PAULA PAMELA RODRIGUES SANTOS";VANIA NUNES MORGADO;
CCMN / Decania Bloco: F Andar: 3º Sala 002;22 Sep / SEG;18:30 às 20:30h;5062;Desafios na aprendizagem de matemática na rede pública: o caso dos alunos do Colégio Estadual Antônio Gonçalves;"AGNALDO DA CONCEIÇÃO ESQUINCALHA; CLAUDIO ANTONIO EPIFANIO NETO; EMILLY MARIA DUTRA FRAGA; KAUAN GOMES DE OLIVEIRA; OTáVIO AUGUSTO MARTINS PESSOA";VANESSA LEANDRO DA SILVA;Este trabalho tem como objetivo investigar e compreender os principais desafios enfrentados pelos alunos do Ensino Médio de uma escola estadual do Rio de Janeiro em seu processo de aprendizagem de Matemática. Para isso, um grupo de licenciandos em Matemática participantes do Programa Institucional de Bolsas de Iniciação à Docência (PIBID), os quatro primeiros autores, realizará um trabalho de campo no Colégio Estadual Antônio Gonçalves (CEAG), localizado na cidade de São João de Meriti, sob supervisão de uma docente da escola, a quinta autora, e coordenação do sexto autor, professor da UFRJ responsável pelo PIBID Matemática. A fim de analisar o ponto de vista dos estudantes para fazer um levantamento do que entendem como sendo os principais obstáculos na sua aprendizagem matemática, os licenciandos, com o auxílio das professoras supervisoras do PIBID e do coordenador de área, elaboraram um questionário com perguntas simples que será aplicado oralmente. As perguntas buscam entender aspectos como a recepção do conteúdo por parte dos alunos, suas impressões sobre os métodos didáticos adotados pelos docentes, seus estudos individuais e suas experiências e relações com a matemática. E por fim, a partir das respostas, os pibidianos discutirão sobre as causas apontadas pelos estudantes e refletirão sobre como a formação docente pode influenciar e contribuir para minimizar os efeitos negativos desse bloqueio no aprendizado e tornar o ensino da matemática mais motivador e eficaz.
CCMN -Decania Bloco: F Andar: 2 006;23 Sep / TER;09:00 às 12:00h;3352;ANÁLISE ALGÉBRICA DE UM ESQUEMA CRIPTOGRÁFICO MULTIVARIADO UTILIZANDO BASES DE GRÖBNER: UM ESTUDO DE CASO;CLAUDIO MICELI DE FARIAS;GUILHERME CAPPELLI BOUZON DE AMORIM CRUZ;
CCMN -Decania Bloco: F Andar: 2 006;23 Sep / TER;09:00 às 12:00h;3606;SEGURANÇA EM BGP COM RPKI: UM ESTUDO SOBRE O ESTADO ATUAL;"CLAUDIO MICELI DE FARIAS; DIEGO LEONEL CADETTE DUTRA; PEDRO KURY KITAGAWA";RHENAN DE SOUSA GONCALVES;
CCMN -Decania Bloco: F Andar: 2 006;23 Sep / TER;09:00 às 12:00h;5001;VISÃO GERAL SOBRE RISC−V E PWNING APLICADO A ESSA ARQUITETURA;"CLAUDIO MICELI DE FARIAS; DIEGO LEONEL CADETTE DUTRA";PEDRO TUTTMAN;"Nome: Pedro Tuttman Cysne Soares Orientador: Claudio Miceli de Farias Co-orientador: Diego Leonel Cadette Dutra Este trabalho apresenta uma análise aprofundada sobre a arquitetura RISC-V, com foco em seu design, desempenho otimizado e aplicabilidade em diferentes níveis da computação moderna. Por ser uma arquitetura aberta e modular, a RISC-V vem ganhando adoção crescente em áreas como Internet das Coisas, sistemas embarcados, aplicações acadêmicas e até supercomputação. A estrutura do trabalho percorre os fundamentos de desempenho que orientam o projeto de arquiteturas de computadores — as chamadas ""Sete Grandes Ideias"" —, como paralelização, pipeline, hierarquia de memória, abstrações e predição de desvio, evidenciando como esses conceitos se manifestam de forma prática na RISC-V. Além disso, são discutidas noções introdutórias sobre como um programa é executado em nível de hardware, e como a lógica digital (especialmente o uso de portas lógicas como AND, OR, XOR, etc.) compõe a base de circuitos capazes de realizar operações aritméticas, como a soma binária com ""carry"". Um ponto de destaque no estudo da RISC-V é sua acessibilidade: o Instruction Set Architecture (ISA) está disponível publicamente, o que a torna uma plataforma ideal não apenas para inovação tecnológica, mas também para ensino e pesquisa em níveis avançados. No entanto, essa abertura também implica novos desafios na área de segurança computacional. Nesse contexto, o trabalho também aborda, de forma integrada, o conceito de pwn — uma gíria comum no campo da segurança da informação que se refere à exploração bem-sucedida de vulnerabilidades em sistemas computacionais. No universo da arquitetura de processadores, compreender como instruções são decodificadas e executadas em nível de máquina é fundamental para identificar pontos de falha exploráveis, como buffer overflows, ret2libc e técnicas de ROP (Return-Oriented Programming). A modularidade da RISC-V, embora poderosa, requer atenção redobrada em segurança, pois a liberdade de extensão do ISA pode introduzir brechas se implementações forem feitas sem critérios robustos. Além disso, por permitir customizações no hardware, a RISC-V representa uma oportunidade única para o desenvolvimento de contramedidas em nível de arquitetura, como instruções específicas para mitigação de exploits, proteção de pilha (stack canaries) ou suporte a execução controlada (sandboxing). Estudar o funcionamento interno de arquiteturas como a RISC-V é, portanto, crucial tanto para engenheiros de sistemas quanto para especialistas em segurança ofensiva (red team) e defensiva (blue team). Por fim, este trabalho proporciona uma visão integradora entre fundamentos de arquitetura e aspectos práticos de segurança, oferecendo subsídios técnicos para o aprofundamento em projetos de hardware-software seguros e eficientes."
CCMN -Decania Bloco: F Andar: 2 006;23 Sep / TER;09:00 às 12:00h;5433;PROTOCOLOS SEGUROS POR CONSTRUÇÃO: O PAPEL DA MECÂNICA QUÂNTICA AUTORES E ORIENTADORES: CLAUDIO MICELI DE FARIAS,LEONARDO DIAS PERTUZZATTI,PEDRO FREITAS DE MOURA TRABALHO: 5459 TITULO: SEGURANÇA EM REDES DE COMPUTADORES: O QUE É UM COMMAND AND CONTROL (C2)? AUTORES E ORIENTADORES: CLAUDIO MICELI DE FARIAS,JOAO PEDRO DA VEIGA NUNES TRABALHO: 5903 TITULO: Atenção Comoditizada na Era da IA: Um Potencial Obstáculo para a Agência Epistêmica que Alimenta Nossa Humanidade;"MARIA LETICIA GALLUZZI NUNES; NICOLLE SHAYRE";SIDNEY DE CASTRO OLIVEIRA;A segurança de sistemas computacionais tem ganhado cada vez mais importância diante do aumento da complexidade desses sistemas e da consequente ampliação das superfícies de ataque. Essa complexidade torna mais difícil garantir propriedades fundamentais como confidencialidade, integridade e autenticidade, o que se reflete no crescimento contínuo do número de ataques ao redor do mundo. Parte desse problema está relacionada à forma como os protocolos de comunicação são concebidos: a pilha TCP/IP, por exemplo, não foi originalmente projetada com foco em segurança. Para mitigar essas vulnerabilidades, diversas atualizações e versões modificadas dos protocolos foram desenvolvidas. No entanto, essas soluções são frequentemente reativas. Como alternativa, investiga-se o desenvolvimento de protocolos que assegurem propriedades de segurança desde sua definição formal, de modo a evitar correções reativas e garantir segurança por construção. Este trabalho tem como objetivo investigar de que forma a mecânica quântica pode contribuir para o desenvolvimento de protocolos fundamentalmente seguros. Com novas inovações no ramo da computação quântica, é necessária a descoberta de novos métodos criptográficos voltados para essa área, visto que métodos convencionais da criptografia clássica são fáceis de serem burlados com a computação quântica, visto que os métodos clássicos baseiam sua segurança na alta quantidade de poder computacional necessário para quebrá-los por força bruta, algo que a computação quântica facilita. Por enquanto, estudamos as bases da pesquisa do Peter Shor e John Preskill (principalmente sobre os conceitos base de criptografia quântica e circuitos quânticos (como a transformação de Hadamard). Ao final do projeto, pretende-se mostrar uma avaliação dos métodos criptográficos quânticos e comparar a sua segurança em relação aos métodos atuais,tendo em foco em relação aos algoritmos clássicos a criptografia RSA (Luo, Z. J., Liu, R., Mehta, A., & Ali, M. L. (2023). Demystifying the RSA algorithm: an intuitive introduction for novices in cybersecurity).
CCMN / Decania Bloco: F Andar: 3º Sala 005;23 Sep / TER;09:00 às 12:00h;85;GEOLOGIA ESTRUTURAL DE UMA TRANSECTA NO COASTAL TERRANE, FAIXA KAOKO − FOZ DO RIO KUNENE, NAMÍBIA;"ADRIANO DOMINGOS DOS REIS; CARREL KIFUMBI; EDUARDO DE SOUZA CALDEIRA; LEONARDO FADEL CURY; RENATA DA SILVA SCHMITT";URSULA RIENTE;A Faixa Kaoko é um orógeno neoproterozoico N-S resultante da colisão entre os crátons de Angola e Rio de la Plata na amalgamação do Gondwana. Destaca-se nela, o Coastal Terrane, terreno paralelo à costa NW da Namíbia e apresenta evolução tectônica distinta do restante do cinturão. Seu prolongamento offshore correlaciona-se com o Terreno Oriental da Faixa Ribeira. Entretanto, a região da foz do Rio Kunene, fronteira entre Namíbia e Angola onde afloram as rochas do segmento norte do Coastal Terrane, caracteriza-se pelo difícil acesso e escassez de mapeamentos geológicos detalhados. Diante deste contexto, o trabalho tem como objetivo principal caracterizar estruturalmente o segmento norte do Coastal Terrane na região da foz do Rio Kunene, visando compreender sua evolução tectônica. Para isso, foi realizado um levantamento geológico-estrutural em uma transecta E-W (1:25.000), com coleta de 200 kg de amostras para análises petrográficas, geoquímicas e geocronológicas. Os dados estruturais permitiram elaborar mapa, seção geológica e redes estereográficas, que auxiliaram na interpretação dos padrões estruturais. As unidades litoestratigráficas compreendem rochas paraderivadas de alto grau metamórfico, localmente migmatíticas, associadas a corpos graníticos sin-tectônicos. Os paragnaisses apresentam uma foliação predominante (Sn) com atitude média de mergulho 42° para 065o, subparalela às variações composicionais do protólito (S0). Esta foliação é deformada por dobras horizontais inclinadas, fechadas a isoclinais (Fn+1), cujos eixos mergulham, em média, 8° para 340°. O plano axial dessas dobras transpõe localmente a Sn definindo uma nova foliação Sn+1, com mergulho de 40° para 070°. As dobras Fn+1 são assimétricas com vergência para WSW. Associadas às zonas de transposição entre as foliações, desenvolvem-se zonas de cisalhamento com lineação de estiramento strike-slip (Ln+1), com caimento de caimento 5° para 341°. Indicadores cinemáticos, como sigmoides delta de microclina e trama S/C, mostram uma componente sinistral de cisalhamento. As lentes graníticas ocorrem preferencialmente nas zonas de cisalhamento, portanto são interpretadas com sintectônicas à fase Dn+1. Intercalados com os paragnaisses, ocorrem camadas de rochas calcissilicáticas, de espessura métrica, boudinadas nos flancos das dobras Fn+1. Os boudins encurtados nas charneiras indicam que pertencem à foliação Sn, formada na fase Dn. Os resultados preliminares sugerem uma evolução deformacional iniciada por tectônica tangencial de baixo ângulo (Dn), seguida por tectônica transcorrente sinistral (Dn+1), ambas em regime dúctil. A cinemática é compatível com o sistema de cisalhamento Puros-Three Palms-Kunene, paralelo à Sn+1, a leste da área estudada. As próximas etapas envolvem análise microtectônica e datação das fases deformacionais. O estudo integra o projeto Geodinâmica do Gondwana SW (UFRJ-PETROBRAS, IGEO-22661).
CCMN / Decania Bloco: F Andar: 3º Sala 005;23 Sep / TER;09:00 às 12:00h;369;EVOLUÇÃO DAS FÁCIES ORGÂNICAS AO LONGO DO CRETÁCEO INFERIOR DA BACIA DE BABOURI−FIGUIL (NORTE DE CAMARÕES): COMPOSIÇÃO ORGÂNICA E CONTEXTO PALEOAMBIENTAL;"CAROLINA MARIA FLORES MARCELO DA FONSECA; GABRIEL FERRAZ LEAL E SA; JOÃO GRACIANO MENDONÇA FILHO";MANGA OWONA GASPARD WILLIAM;A produção de petróleo em Camarões está concentrada principalmente nas áreas costeiras, em seus campos offshore (Bacias do Rio del Rey e Douala/Kribi-Campo). Com a redução dessas reservas, a ampliação de novas fronteiras exploratórias torna-se necessária. Por isso, as bacias intracratônicas da porção norte do país surgem como um alvo de estudo pertinente. O potencial petrolífero da região norte é representado por bacias geneticamente associadas ao Benue Through, como é o caso da Bacia de Babouri-Figuil (BBF), uma bacia intracratônica datada do Cretáceo Inferior, localizada a cerca de 70 km da cidade de Garoua (Camarões), na extremidade leste do Braço de Yola e na extremidade oeste das bacias de Doba e Bongor. Essa bacia é composta por estruturas do tipo hemi-gráben que se estendem por 1 a 7 km de Norte a Sul e 45 km de Leste a Oeste. Estudos anteriores identificaram a presença de formações ricas em matéria orgânica na BBF. No entanto, sua caracterização ainda é bastante limitada, pois esses trabalhos basearam-se em perfis compostos e em uma amostragem pouco representativa. Dessa forma, as bacias da região norte de Camarões ainda não foram profundamente investigadas, carecendo de estudos litoestratigráficos. O potencial para geração de hidrocarbonetos nessas áreas permanece, portanto, pouco conhecido. O presente trabalho apresenta uma amostragem de alta resolução (29 amostras) de duas sucessões sedimentares de idade Cretáceo Inferior, com o objetivo de caracterizar a matéria orgânica, definir as fácies orgânicas e propor um modelo paleoambiental para a sedimentação dessas sucessões. Para isso, foram empregadas técnicas de geoquímica e petrografia orgânica, como a análise decarbono orgânico total (COT), caracterização de compostos moleculares (biomarcadores) e estudo de palinofácies. A análise das fácies orgânicas permitiu a identificação de intervalos com diferentes teores de carbono orgânico, refletindo ambientes com distintas condições oxirredutoras e diferentes origens da matéria orgânica. O carbono orgânico total apresentou variações entre 0,20 e 22,05%, sendo que os menores valores estão associados a ambientes predominantemente oxidantes, com alta presença de fitoclastos não opacos e não bio estruturados. Nesses casos, observa-se predominância de n-alcanos de cadeia longa e esteranos regulares C29, sem presença de β-carotano ou gamacerano, o que sugere um sistema lacustre com coluna d’água profunda e condições oxidantes. Por outro lado, os altos valores de carbono orgânico estão relacionados a uma baixa taxa de oxidação do ambiente, com predominância de matéria orgânica amorfa (MOA) de origem principalmente bacteriana. A análise de biomarcadores indicou influência marinha, com dominância de n-alcanos de cadeia curta e esteranos regulares C27 e C30. Além disso, condições hipersalinas foram confirmadas pelo alto teor de gamaceranos e β-carotanos, resultado de processos de evaporação e diminuição drástica no nível do lago.
CCMN / Decania Bloco: F Andar: 3º Sala 005;23 Sep / TER;09:00 às 12:00h;541;PETROLOGIA E GEOQUÍMICA PRELIMINAR DAS ROCHAS DA SUITE DESENGANO, REGIÃO SERRANA DO RIO DE JANEIRO;"JULIO CEZAR MENDES; MARIANA RAMOS MARQUES SALDANHA";SILVIA REGINA DE MEDEIROS;"Na região serrana do Rio de janeiro, inserida tectonicamente no segmento centro-norte do Orógeno Ribeira, ocorrem rochas plutônicas de diversas idades e com variados aspectos texturais e estruturais, sendo temporalmente relacionadas a diferentes etapas do evento orogênico (Tupinambá et al., 2012). Dentre esses corpos, merece destaque aqueles que exibem forma alongada paralelamente a um trend NE-SW (que caracteriza o episódio colisonal do orógeno) e que se apresentam variavelmente deformados. As rochas da Suite Desengano (Heilbron et al., 2012) são um dos exemplos desse magmatismo. A pesquisa tem como objetivo a caraterização petrográfica e geoquímica dessas rochas na região do município de Santa Maria Madalena. Dessa forma, lâminas delgadas de granitóides da Suite Desengano foram descritas em microscópio de luz transmitida, com câmera acoplada para obtenção de fotomicrografias. Visando a caracterização do magmatismo, amostras selecionadas foram preparadas no LAG/UFRJ para a aquisição de análises químicas por ICP (EAS e MS) e serão tratadas no software GCDkit. As rochas têm composição variando de Monzogranito a Tonalito e a mineralogia essencial é plagioclásio, quartzo, K-feldspato e biotita. Os minerais acessórios são granada, zircão, opacos, apatita, allanita e pontualmente hornblenda e titanita; muscovita, clorita e calcita são secundários. São varialmente deformadas, desde aquelas com textura primária preservada até amostras exibindo foliação acentuada e aspectos de deformação como quartzo estirado com extinção ondulante, plagioclásio com lamelas recurvadas e matriz recristalizada. A orientação é dada por fitas de quartzo e agregrados de biotita que contornam grãos maiores. A textura varia de inequigranular hipidiomórfica a porfirítica, com fenocristais centimétricos de microclina e plagioclásio. O resultado da litogeoquímica aponta magmatismo intermediário a ácido, natureza cálcio-alcalina com teores de álcalis variando de 6,0% a 7,69%, SiO2 entre 64,27% a 70,02%, CaO entre 1,7% e 4,08% e Fe2O3 varia de 3,13% a 5,58%. Teores baixos de TiO2 e P2O5 estão associados às baixas porcentagens modais de titanita/ilmenita e apatita. Dentre os elementos traço, destaque para o conteúdo de Ba atingindo 848 ppm, Zr 332 ppm e ETRL. Portanto, a Suite Desengano é caracterizada por granitóides leucocráticos que exibem feições ígneas preservadas e deformação associada à recristalização dinâmica, com marcante ocorrência de quartzo fitado, e pertence a um magmatismo cálcio-alcalino intermediário a ácido e rico em álcalis."
CCMN / Decania Bloco: F Andar: 3º Sala 005;23 Sep / TER;09:00 às 12:00h;2369;PREPARAÇÃO DE AMOSTRAS PARA INVESTIGAÇÃO GEOLÓGICA: GEOCRONOLOGIA DOS PARAGNAISSES NA REGIÃO DE CASEMIRO DE ABREU.;"MARIA EDUARDA MARTINS DA SILVA MATTOS; NINA BENJAMIM CANETTI";SILVIA REGINA DE MEDEIROS;
CCMN / Decania Bloco: F Andar: 3º Sala 005;23 Sep / TER;09:00 às 12:00h;2488;MINERALOGIA E QUÍMICA MINERAL DAS MINERALIZAÇÕES DE OURO HOSPEDADAS EM ROCHAS METAÍGNEAS E METASSEDIMENTARES NA REGIÃO ENTRE CONCEIÇÃO DA BARRA DE MINAS E TIRADENTES, MG. AUTORES E ORIENTADORES: GUSTAVO LUIZ CAMPOS PIRES,LUã PEREIRA MACHADO,RENAN CAMILO BRITES SILVA,SILVIA REGINA DE MEDEIROS TRABALHO: 4294 TITULO: MAPEAMENTO GEOLÓGICO NA ESCALA 1:12.500 DE GNAISSES ORTO E PARADERIVADOS NO CONTATO DO DOMÍNIO TECTÔNICO DO CABO FRIO COM O TERRENO ORIENTAL, CASIMIRO DE ABREU, RJ.;"ALESSANDRA CARVALHO FAZZI DE DEUS; ANGELA MARIA TEIXEIRA DE OLIVEIRA VIEIRA; JOAO VICTOR SAMPAIO ABREU; RENATA DA SILVA SCHMITT";SILVIA REGINA DE MEDEIROS;
CCMN / Decania Bloco: F Andar: 3º Sala 005;23 Sep / TER;09:00 às 12:00h;4754;GEOLOGIA ESTRUTURAL DE PARTE DO DOMÍNIO EMBU, LAGOINHA (SP);"EDUARDO DE SOUZA CALDEIRA; NICOLAS DE FREITAS LOPES QUIMAS";RODRIGO VINAGRE CINTRA DA COSTA;
CCMN / Decania Bloco: F Andar: 3º Sala 011;23 Sep / TER;09:00 às 12:00h;3331;BIOCLIMATOLOGIA DO ESTADO DO RIO DE JANEIRO APLICADA NOS BOVINOS;"BIANO; CHRISTIANE NASCIMENTO SANTOS; FELIPE DE OLIVEIRA GUALBERTO; ITAMAR FREDERICO SOUZA GONÇALVES; LUIZ CLAUDIO GOMES PIMENTEL; MARÍLIA SALES DE MEDEIROS";RAFAEL YUKIO FONSECA HAMADA;
CCMN / Decania Bloco: F Andar: 3º Sala 011;23 Sep / TER;09:00 às 12:00h;3336;TRANSPORTE ATMOSFÉRICO DE CINZAS AMAZÔNICAS NO ESTADO DE SÃO PAULO E OS IMPACTOS NA QUALIDADE DO AR E NO SISTEMA ÚNICO DE SAÚDE;"BIANO; CHRISTIANE NASCIMENTO SANTOS; LUIZ CLAUDIO GOMES PIMENTEL; MARÍLIA SALES DE MEDEIROS";RAFAEL YUKIO FONSECA HAMADA;
CCMN / Decania Bloco: F Andar: 3º Sala 011;23 Sep / TER;09:00 às 12:00h;3655;ANÁLISE DAS VARIAÇÕES DE TEMPERATURA MÁXIMA EM CIDADES TROPICAIS E SEUS POSSÍVEIS RISCOS À SAÚDE PÚBLICA − ESTUDO DE CASO PARA A CIDADE DO RIO DE JANEIRO.;"JOSÉ RICARDO DE ALMEIDA FRANÇA; MIDIAN MARIA DA SILVA";VAGNER LUIZ DE JESUS MARQUES 8;
CCMN / Decania Bloco: F Andar: 3º Sala 011;23 Sep / TER;09:00 às 12:00h;4531;Ondas de Calor e Frio Associadas à Doenças Infecciosas: Diagnóstico Regional com Base em Séries Históricas Meteorológicas e Epidemiológicas;"CLARIANA DE FARIAS BORGES DE OLIVEIRA; DANIELA MARINHO DA SILVA; FABIO HOCHLEITNER; JOAO PEDRO GOMES TEIXEIRA; LUIZ LANDAU; LUIZ PAULO DE FREITAS ASSAD; MAURÍCIO SOARES DA SILVA";REBECA DE SOUZA LYRA;
CCMN / Decania Bloco: F Andar: 3º Sala 011;23 Sep / TER;09:00 às 12:00h;4729;Impacto das temperaturas extremas na mortalidade no município do Rio de Janeiro;"DJACINTO MONTEIRO DOS SANTOS; JOãO VICTOR LOPES RIJO GOMES; LEONARDO DE FARIA PERES";RENATA LIBONATI DOS SANTOS;
CCMN / Decania Bloco: F Andar: 3º Sala 011;23 Sep / TER;09:00 às 12:00h;5088;ANÁLISE DO IMPACTO DAS ONDAS DE CALOR NA SAÚDE PERINATAL PARA AS 14 MAIS POPULOSAS CAPITAIS BRASILEIRAS NO PERÍODO DE 2000 A 2021;"ANDREZA PEREIRA RODRIGUES; BRYAN SAMUEL CASTRO; DJACINTO MONTEIRO DOS SANTOS; FERNANDA PINHEIRO AGUIAR; LEONARDO DE FARIA PERES";RENATA LIBONATI DOS SANTOS;Estudos recentes indicam que gestantes estão entre os grupos mais vulneráveis aos extremos de temperatura, com evidências crescentes de impactos significativos na saúde perinatal. Nas últimas décadas, ondas de calor têm se tornado mais frequentes e intensas, elevando os riscos de desfechos adversos como nascimento prematuro e óbito fetal. Apesar disso, ainda há lacunas no entendimento sobre como esses eventos afetam diretamente a saúde perinatal. Este estudo tem como objetivo avaliar a associação entre ondas de calor e desfechos perinatais adversos, especialmente óbito fetal e nascimento prematuro, nas 14 capitais brasileiras mais populosas. Serão analisadas variações nesses indicadores em diferentes condições térmicas: dias sem onda de calor, durante a ocorrência de onda de calor e nos dias subsequentes. Para isso, são utilizados dados do Sistema de Informação sobre Mortalidade – Declaração de Óbito Fetal (SIM–DOFET), disponibilizados pela Plataforma de Ciência de Dados Aplicada à Saúde (PCDaS/Fiocruz), e dados meteorológicos fornecidos pelo Instituto de Ciências Exatas e Aplicadas (ICEA), uma para cada capital brasileira, com exceção das regiões metropolitanas que foi utilizada a estação da capital como referência para todos os municípios da respectiva região.
CCMN / Decania Bloco: F Andar: 3º Sala 011;23 Sep / TER;09:00 às 12:00h;5306;Oscilações Térmicas e Saúde Humana: Análise Regional da influência das variabilidades térmicas temporais em casos de Síndromes Respiratórias Agudas Graves e Arboviroses.;"CLARIANA DE FARIAS BORGES DE OLIVEIRA; DANIELA MARINHO DA SILVA; FABIO HOCHLEITNER; LUIZ LANDAU; MAURÍCIO SOARES DA SILVA";REBECA DE SOUZA LYRA;Variações nas condições meteorológicas, principalmente as térmicas ocorridas em um curto intervalo de tempo, têm sido associadas a agravamentos à saúde humana, como em doenças cardiovasculares e respiratórias (Revich e Shaposhnikov, 2008). Apesar disso, ainda são limitadas as investigações que abordam tais relações em regiões densamente povoadas e socialmente vulneráveis (Su e Cheng, 2010).Desta forma, este estudo tem como objetivo investigar possíveis associações entre oscilações no gradiente térmico, ocorridas em curtos períodos de tempo, tanto em acréscimos quanto em decréscimos relativos às temperaturas diárias, e a evolução dos casos de Síndromes Respiratórias Agudas Graves (SRAG) e Arboviroses no Estado do Rio de Janeiro. Para isso, serão utilizados dados de casos obtidos da Atenção Primária à Saúde (APS), disponibilizados pela Fundação Oswaldo Cruz (FIOCRUZ), e dados meteorológicos do produto de reanálise ERA5-LAND (ECMWF), agregados por sub-regiões do Estado. A metodologia inicialmente empregada na investigação, baseia-se na análise de séries temporais no período de 2017 a 2025, considerando variações térmicas temporais positivas e negativas, a partir das temperaturas máximas e mínimas diárias em relação às observadas no dia anterior (Plavcová e Kyselý, 2010). Preliminarmente, foram definidos limiares regionais de variação a partir dos percentis 90 e 95 (aumentos), e 10 e 5 (quedas), para avaliação de possíveis correlações com a incidência dos agravos investigados. Os resultados preliminares não indicam associação significativa entre as variações térmicas e os casos de arboviroses. Contudo, observou-se uma possível correlação entre gradientes negativos de temperatura e o aumento de casos de SRAG em determinados períodos e localidades. Este estudo está incluído no escopo do projeto AESOP (Sistema de Alerta Antecipado de Surtos com Potencial de Pandemia), implantado no Ministério da Saúde, sendo desenvolvido por meio de parceria entre o Laboratório de Métodos Computacionais em Engenharia (LAMCE), a Fundação Oswaldo Cruz (Fiocruz) e a Fundação Rockefeller.
CCMN / Decania Bloco: F Andar: 3º Sala 011;23 Sep / TER;09:00 às 12:00h;5416;Detecção automatizada de sistemas frontais com base na caracterização de variações meteorológicas antecedentes associadas;"CLARIANA DE FARIAS BORGES DE OLIVEIRA; EDILSON MARTON";VITÓRIA ANTOREZA DE ALMEIDA BONIFÁCIO;A atuação de sistemas frontais favorece modificações significativas nas condições atmosféricas locais, com potenciais repercussões nos âmbitos ambiental, social e econômico. Com isso, a identificação e compreensão dos sinais sinóticos e termodinâmicos que antecedem a passagem desses sistemas atmosféricos são importantes para o aprimoramento das estratégias de predição e mitigação de seus impactos associados (Oliveira, 2022).Assim, este estudo tem como objetivo desenvolver um algoritmo para a detecção da entrada de sistemas frontais, por meio da análise espaço- temporal das variações antecedentes em parâmetros meteorológicos. A metodologia fundamenta-se nas variações de padrões meteorológicos entre 24 e 72 horas antes da chegada de frentes frias, com utilização de dados do conjunto de reanálise ERA5 (ECMWF). Os testes preliminares estão sendo realizados considerando um ponto representativo para a entrada de sistemas frontais no município do Rio de Janeiro ao longo do ano de 2024. As variáveis analisadas são: temperatura do ar, direção e intensidade do vento e pressão ao nível médio do mar. Para a avaliação dos eventos identificados, estão sendo utilizadas cartas sinóticas do CPTEC e da Marinha do Brasil (Nogueira et al., 2024). É esperado que o algoritmo contribua para diferentes aplicações relacionadas à passagem de sistemas frontais, desde estudos atmosféricos com interações multiescalas até investigações sobre os impactos à saúde humana (Revich & Shaposhnikov, 2008).
CCMN / Decania Bloco: F Andar: 3º sala 010;23 Sep / TER;09:00 às 12:00h;1876;O NOVO ESPAÇO LADIF: ATUALIZAÇÃO VISUAL E ORGANIZACIONAL DA EXPOSIÇÃO PERMANENTE DO MUSEU;CAMILA CARVALHO E SILVA MOESIA BARROSO;MIRIAM GANDELMAN;
CCMN / Decania Bloco: F Andar: 3º sala 010;23 Sep / TER;09:00 às 12:00h;2170;TEM MENINA NA NAVE;"ELIS HELENA DE CAMPOS PINTO SINNECKER; LUISA BOAVISTA FERNANDEZ; PATRíCIA DOMINGUES DA SILVA; SINARA PAULA DE SOUSA";THEREZA PAIVA;
CCMN / Decania Bloco: F Andar: 3º sala 010;23 Sep / TER;09:00 às 12:00h;2354;EXPERIMENTO DA QUEDA LIVRE;"ELIS HELENA DE CAMPOS PINTO SINNECKER; MIRIAM GANDELMAN; PAULO ROBERTO LINHARES CARVALHO; RAQUEL BARBEITAS LOURENÇO RODRIGUES";RENATA AMARAL DA SILVA;
CCMN / Decania Bloco: F Andar: 3º sala 010;23 Sep / TER;09:00 às 12:00h;2847;Uma corda, muitas notas: física e música em sintonia;"DEISE MIRANDA VIANNA; JUAN SANTA CLARA CALENTI";SANDRO SOARES FERNANDES;
